ID_UNIDADE_GESTORA,DEDUCAO_RECEITA,CATEGORIA_RECEITA,ORIGEM_RECEITA,ESPECIE_RECEITA,ANO_REFERENCIA,MES,VALOR_PREVISTO,VALOR_LANCAMENTO,ESFERA,DESCRICAO
530401,9,TRANSFERÊNCIAS INTRAGOVERNAMENTAIS CONCEDIDAS,TRANSFERÊNCIAS FINANCEIRAS CONCEDIDAS PARA O ÓRGÃO CENTRAL,REPASSE FINANCEIRO CONCEDIDO,2017,3,0,-232061.02,E,
530401,9,TRANSFERÊNCIAS INTRAGOVERNAMENTAIS CONCEDIDAS,TRANSFERÊNCIAS FINANCEIRAS CONCEDIDAS PARA O ÓRGÃO CENTRAL,REPASSE FINANCEIRO CONCEDIDO,2017,3,0,-95444.45,E,
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,47351.34,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,31.72,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,1656.94,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,47.36,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,-4135.75,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,143.85,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3775.09,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3047.24,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,208.05,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,11142.71,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,2555.95,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3926.93,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,20640.42,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,10210.66,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,413.41,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,21004.17,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,16879.09,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,194200.24,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,850.69,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,696.50,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,3714.87,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,42930.65,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,455752.75,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,76.85,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,313.08,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,64.79,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,26314.97,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,-215.01,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,385.03,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,22487.50,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,18643.61,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,10722.26,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
530401,0,RECEITAS CORRENTES,RECEITA PATRIMONIAL,RECEITAS DE VALORES MOBILIÁRIOS,2017,3,0,5076.74,E,REMUNERAÇÃO DE DEPÓSITOS BANCÁRIOS
